# Reference library (divisor): wt
# Comparison library (numerator): mut
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	mut_R1 raw countings	mut_R2 raw countings	wt_R1 raw countings	wt_R2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_003901.1	GeneMarkS-2+	CDS	3518942	3519166	.	-	0	ID=cds-WP_226987618.1;Parent=gene-MM_RS15180;Dbxref=GenBank:WP_226987618.1,GeneID:1481267;Name=WP_226987618.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS15180;product=hypothetical protein;protein_id=WP_226987618.1;transl_table=11	213.33333333333334	348.0	144.0	287.0	238.118062906931	-0.365093224523508	0.203950467628454	-1.79010731756994	0.0734366606585073	0.240135402175794
sense	NC_003901.1	Protein Homology	CDS	3519487	3521028	.	-	0	ID=cds-WP_011034829.1;Parent=gene-MM_RS15185;Dbxref=GenBank:WP_011034829.1,GeneID:1481269;Name=WP_011034829.1;Ontology_term=GO:0140327;gbkey=CDS;go_function=flippase activity|0140327||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034829.1;locus_tag=MM_RS15185;product=flippase;protein_id=WP_011034829.1;transl_table=11	271.3333333333333	370.0833333333333	103.83333333333333	210.5	217.249041617859	0.223676071454192	0.203785818034866	1.09760371752622	0.2723775688474	0.529987679142832
sense	NC_003901.1	GeneMarkS-2+	CDS	3521042	3521509	.	-	0	ID=cds-WP_155395214.1;Parent=gene-MM_RS15190;Dbxref=GenBank:WP_155395214.1,GeneID:24772068;Name=WP_155395214.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS15190;product=hypothetical protein;protein_id=WP_155395214.1;transl_table=11	86.33333333333334	111.0	31.25	60.25	65.3171463206005	0.257870867270895	0.26836769296754	0.960886403349921	0.336609287975267	0.600320981683498
sense	NC_003901.1	Protein Homology	CDS	3522945	3523100	.	-	0	ID=cds-WP_048037686.1;Parent=gene-MM_RS18030;Dbxref=GenBank:WP_048037686.1,GeneID:31474445;Name=WP_048037686.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011500216.1;locus_tag=MM_RS18030;product=DUF1328 domain-containing protein;protein_id=WP_048037686.1;transl_table=11	1142.0454545454545	1173.0	1654.0	1665.5	1565.13617136711	-1.23020048858586	0.192695865598927	-6.38415611441493	1.72345203500845e-10	1.43145001879131e-08
sense	NC_003901.1	Protein Homology	CDS	3523527	3524207	.	-	0	ID=cds-WP_015412916.1;Parent=gene-MM_RS15210;Dbxref=GenBank:WP_015412916.1,GeneID:1481270;Name=WP_015412916.1;Ontology_term=GO:0008270;gbkey=CDS;go_function=zinc ion binding|0008270||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412916.1;locus_tag=MM_RS15210;product=zinc ribbon domain-containing protein;protein_id=WP_015412916.1;transl_table=11	399.5714285714284	484.42142857142846	283.66666666666663	369.83333333333326	380.762238651337	-0.352121170893731	0.181319681733565	-1.94199089435391	0.0521382026295552	0.191129577609227
sense	NC_003901.1	Protein Homology	CDS	3524213	3524542	.	-	0	ID=cds-WP_011034831.1;Parent=gene-MM_RS15215;Dbxref=GenBank:WP_011034831.1,GeneID:1481271;Name=WP_011034831.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034831.1;locus_tag=MM_RS15215;product=double zinc ribbon domain-containing protein;protein_id=WP_011034831.1;transl_table=11	140.07142857142856	137.17142857142858	63.5	84.0	101.287923021821	0.0867466219343975	0.248129442085628	0.349602293082422	0.726637189778525	0.875690739337847
sense	NC_003901.1	Protein Homology	CDS	3525153	3526346	.	-	0	ID=cds-WP_011034832.1;Parent=gene-MM_RS15225;Dbxref=GenBank:WP_011034832.1,GeneID:1481272;Name=WP_011034832.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034832.1;locus_tag=MM_RS15225;product=DUF1015 domain-containing protein;protein_id=WP_011034832.1;transl_table=11	403.0333333333333	518.090909090909	163.0	312.8928571428571	321.525019960926	0.159858997784166	0.186158722573717	0.858724187478586	0.390492702691429	0.651269240805499
sense	NC_003901.1	Protein Homology	CDS	3526456	3527826	.	-	0	ID=cds-WP_011034833.1;Parent=gene-MM_RS15230;Dbxref=GenBank:WP_011034833.1,GeneID:1481273;Name=WP_011034833.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034833.1;locus_tag=MM_RS15230;product=MBL fold metallo-hydrolase;protein_id=WP_011034833.1;transl_table=11	95.28596491228072	144.12619047619046	60.22222222222223	79.7	89.938465502461	-0.050526615097811	0.248555606589002	-0.20328093094017	0.838915459268219	0.928894447332739
sense	NC_003901.1	Protein Homology	CDS	3528783	3529412	.	+	0	ID=cds-WP_155395366.1;Parent=gene-MM_RS15235;Dbxref=GenBank:WP_155395366.1,GeneID:1481274;Name=WP_155395366.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412920.1;locus_tag=MM_RS15235;product=hypothetical protein;protein_id=WP_155395366.1;transl_table=11	69.0	96.0	50.0	86.0	73.9860076293255	-0.412973146429811	0.258601016265001	-1.59695098029552	0.110276634539241	0.314596836708121
sense	NC_003901.1	Protein Homology	CDS	3529549	3531138	.	-	0	ID=cds-WP_011034835.1;Parent=gene-MM_RS15240;Dbxref=GenBank:WP_011034835.1,GeneID:1481275;Name=WP_011034835.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034835.1;locus_tag=MM_RS15240;product=COG1470 family protein;protein_id=WP_011034835.1;transl_table=11	113.125	156.00396825396825	73.125	106.0	108.059600491765	-0.192072024722749	0.23519252195034	-0.816658723372608	0.414123486039963	0.669168393984669
sense	NC_003901.1	GeneMarkS-2+	CDS	3531855	3532295	.	-	0	ID=cds-WP_011034836.1;Parent=gene-MM_RS15245;Dbxref=GenBank:WP_011034836.1,GeneID:1481276;Name=WP_011034836.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS15245;product=IS1/IS1595 family N-terminal zinc-binding domain-containing protein;protein_id=WP_011034836.1;transl_table=11	21.333333333333336	27.333333333333332	4.0	19.833333333333336	15.8638091205164	0.138529140121928	0.319760093648806	0.433228357363679	0.664848879565375	NA
sense	NC_003901.1	Protein Homology	CDS	3532948	3533370	.	+	0	ID=cds-WP_011034837.1;Parent=gene-MM_RS15250;Dbxref=GenBank:WP_011034837.1,GeneID:1481277;Name=WP_011034837.1;Ontology_term=GO:0003824,GO:0005737;gbkey=CDS;go_component=cytoplasm|0005737||IEA;go_function=catalytic activity|0003824||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034837.1;locus_tag=MM_RS15250;product=secondary thiamine-phosphate synthase enzyme YjbQ;protein_id=WP_011034837.1;transl_table=11	29.981060606060606	36.21590909090909	16.583333333333336	22.34090909090909	25.2003153786415	-0.0341109266736609	0.314211208000792	-0.10856050263355	0.913551089868608	NA
sense	NC_003901.1	Protein Homology	CDS	3533860	3534323	.	-	0	ID=cds-MM_RS18035;Parent=gene-MM_RS18035;Dbxref=GeneID:31474446;Note=frameshifted;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;gene=tnpA;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011032309.1;locus_tag=MM_RS18035;product=IS200/IS605-like element ISMma21 family transposase;pseudo=true;transl_table=11	15.06111111111109	19.38333333333332	7.024999999999999	14.441666666666652	12.9316366286758	-0.0365482926352953	0.318580783113415	-0.114722213556378	0.908665306303514	NA
sense	NC_003901.1	Protein Homology	CDS	3534744	3537857	.	+	0	ID=cds-WP_226987619.1;Parent=gene-MM_RS15255;Dbxref=GenBank:WP_226987619.1,GeneID:1481279;Name=WP_226987619.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412925.1;locus_tag=MM_RS15255;product=PGF-pre-PGF domain-containing protein;protein_id=WP_226987619.1;transl_table=11	266.4761904761904	354.5190476190477	131.65	209.3095238095238	225.11847780951	0.0548562428751684	0.195268499882293	0.280927250981267	0.778766198711007	0.902285886485595
sense	NC_003901.1	Protein Homology	CDS	3538675	3540903	.	+	0	ID=cds-WP_011034840.1;Parent=gene-MM_RS15260;Dbxref=GenBank:WP_011034840.1,GeneID:1481280;Name=WP_011034840.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034840.1;locus_tag=MM_RS15260;product=PGF-pre-PGF domain-containing protein;protein_id=WP_011034840.1;transl_table=11	285.1666666666667	280.08333333333337	159.25	167.08333333333334	217.24919686522	-0.0306027371122404	0.223328170454566	-0.137030348880533	0.891006806439958	0.951188486363639
sense	NC_003901.1	Protein Homology	CDS	3541150	3541776	.	-	0	ID=cds-WP_011034841.1;Parent=gene-MM_RS15265;Dbxref=GenBank:WP_011034841.1,GeneID:1481281;Name=WP_011034841.1;Ontology_term=GO:0006535,GO:0009001;gbkey=CDS;go_function=serine O-acetyltransferase activity|0009001||IEA;go_process=cysteine biosynthetic process from serine|0006535||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034841.1;locus_tag=MM_RS15265;product=serine O-acetyltransferase;protein_id=WP_011034841.1;transl_table=11	72.58695652173913	90.83333333333333	26.0	70.0	59.8381102045534	0.0222075875331929	0.279823850634617	0.0793627401053484	0.936744104217614	0.972193898950591
sense	NC_003901.1	Protein Homology	CDS	3542367	3542777	.	+	0	ID=cds-WP_011034842.1;Parent=gene-MM_RS15270;Dbxref=GenBank:WP_011034842.1,GeneID:1481282;Name=WP_011034842.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034842.1;locus_tag=MM_RS15270;product=hypothetical protein;protein_id=WP_011034842.1;transl_table=11	296.0	357.1	204.61111111111111	243.0	271.284267159984	-0.257722783389348	0.198523871080531	-1.29819543607833	0.194220186029054	0.444215641846153
sense	NC_003901.1	tRNAscan-SE	tRNA	3542956	3543040	.	-	.	ID=rna-MM_RS15275;Parent=gene-MM_RS15275;Dbxref=GeneID:2820545;anticodon=(pos:complement(3543002..3543004));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS15275;product=tRNA-Leu	1081.892857142857	1506.3333333333333	1120.142857142857	1822.452380952381	1425.16107763365	-0.935000263604875	0.144904464790907	-6.4525290159558	1.09998813354101e-10	9.68989546728400e-09
sense	NC_003901.1	Protein Homology	CDS	3543138	3543893	.	+	0	ID=cds-WP_011034843.1;Parent=gene-MM_RS15280;Dbxref=GenBank:WP_011034843.1,GeneID:1481283;Name=WP_011034843.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034843.1;locus_tag=MM_RS15280;product=MBL fold metallo-hydrolase;protein_id=WP_011034843.1;transl_table=11	159.125	186.0	127.0	145.5	155.902543587699	-0.424198259093846	0.224022090782877	-1.89355548647647	0.0582840366991639	0.204433607323871
sense	NC_003901.1	Protein Homology	CDS	3544170	3544514	.	+	0	ID=cds-WP_011034844.1;Parent=gene-MM_RS15285;Dbxref=GenBank:WP_011034844.1,GeneID:1481284;Name=WP_011034844.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034844.1;locus_tag=MM_RS15285;product=hypothetical protein;protein_id=WP_011034844.1;transl_table=11	313.297435897436	397.93076923076933	169.17692307692306	249.92692307692306	268.474167086717	-0.0404769451024839	0.188212490948541	-0.2150598235988	0.829720677095763	0.928594441087786
sense	NC_003901.1	Protein Homology	CDS	3544712	3545992	.	-	0	ID=cds-WP_230626553.1;Parent=gene-MM_RS15290;Dbxref=GenBank:WP_230626553.1,GeneID:1481285;Name=WP_230626553.1;Ontology_term=GO:0016757;gbkey=CDS;go_function=glycosyltransferase activity|0016757||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034845.1;locus_tag=MM_RS15290;product=glycosyltransferase;protein_id=WP_230626553.1;transl_table=11	46.58333333333333	58.47619047619048	16.0	37.53333333333334	36.2534936485011	0.134581115643847	0.301985772619362	0.44565382824667	0.655847321426529	NA
sense	NC_003901.1	Protein Homology	CDS	3546112	3547122	.	-	0	ID=cds-WP_011034846.1;Parent=gene-MM_RS15295;Dbxref=GenBank:WP_011034846.1,GeneID:1481286;Name=WP_011034846.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034846.1;locus_tag=MM_RS15295;product=glycosidase;protein_id=WP_011034846.1;transl_table=11	29.0	40.5	17.5	19.0	25.2509325577013	0.0302957739063362	0.314799553401169	0.0962383001469141	0.923331312853434	NA
sense	NC_003901.1	Protein Homology	CDS	3547128	3549512	.	-	0	ID=cds-WP_011034847.1;Parent=gene-MM_RS15300;Dbxref=GenBank:WP_011034847.1,GeneID:1481287;Name=WP_011034847.1;Ontology_term=GO:0016757;gbkey=CDS;go_function=glycosyltransferase activity|0016757||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034847.1;locus_tag=MM_RS15300;product=glycosyltransferase;protein_id=WP_011034847.1;transl_table=11	31.30952380952381	43.476190476190474	15.583333333333334	26.616666666666667	27.4536804348814	-0.0107629859288913	0.311150954490361	-0.0345908819290628	0.97240597231686	NA
sense	NC_003901.1	Protein Homology	CDS	3550663	3552690	.	+	0	ID=cds-WP_011034848.1;Parent=gene-MM_RS15305;Dbxref=GenBank:WP_011034848.1,GeneID:1481288;Name=WP_011034848.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034848.1;locus_tag=MM_RS15305;product=disaggregatase related repeat-containing protein;protein_id=WP_011034848.1;transl_table=11	121.66666666666666	112.66666666666664	58.60000000000002	58.86666666666667	84.8203641056663	0.131249580815463	0.266477910694274	0.492534561208127	0.62234149579042	0.82154597353946
sense	NC_003901.1	Protein Homology	CDS	3552999	3553523	.	+	0	ID=cds-WP_011034849.1;Parent=gene-MM_RS15310;Dbxref=GenBank:WP_011034849.1,GeneID:1481289;Name=WP_011034849.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034849.1;locus_tag=MM_RS15310;product=hypothetical protein;protein_id=WP_011034849.1;transl_table=11	61.66666666666667	61.333333333333336	18.0	68.2	48.7577655686033	-0.11520047336494	0.299735267496041	-0.384340736167998	0.700725919106793	0.863964487124586
sense	NC_003901.1	Protein Homology	CDS	3553896	3554303	.	-	0	ID=cds-WP_011034850.1;Parent=gene-MM_RS15315;Dbxref=GenBank:WP_011034850.1,GeneID:1481290;Name=WP_011034850.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412933.1;locus_tag=MM_RS15315;product=DUF1699 family protein;protein_id=WP_011034850.1;transl_table=11	2530.8166666666675	2251.000000000001	1927.000000000001	2540.0833333333276	2384.96080399997	-0.631018461496447	0.181364099997293	-3.4792908933238	0.000502742545831999	0.00611494803654235
sense	NC_003901.1	tRNAscan-SE	tRNA	3554954	3555026	.	-	.	ID=rna-MM_RS15320;Parent=gene-MM_RS15320;Dbxref=GeneID:2820519;anticodon=(pos:complement(3554990..3554992));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.12;locus_tag=MM_RS15320;product=tRNA-Gln	1635.0	2098.333333333333	982.0	1538.5	1508.10942693179	-0.22161217949531	0.14395855117239	-1.53941657296849	0.1237026306217	0.335764283116043
sense	NC_003901.1	Protein Homology	CDS	3555322	3555723	.	-	0	ID=cds-WP_011034851.1;Parent=gene-MM_RS15325;Dbxref=GenBank:WP_011034851.1,GeneID:1481291;Name=WP_011034851.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011022359.1;locus_tag=MM_RS15325;product=hypothetical protein;protein_id=WP_011034851.1;transl_table=11	232.75757575757575	357.5	193.0	281.0	262.848767403949	-0.45820037706463	0.191401714386361	-2.39391992142616	0.0166693877399496	0.0873115498378983
sense	NC_003901.1	Protein Homology	CDS	3555774	3556106	.	-	0	ID=cds-WP_011034852.1;Parent=gene-MM_RS15330;Dbxref=GenBank:WP_011034852.1,GeneID:1481292;Name=WP_011034852.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034852.1;locus_tag=MM_RS15330;product=DUF2551 domain-containing protein;protein_id=WP_011034852.1;transl_table=11	1605.9583333333333	2104.833333333333	1725.625	2135.0	1970.13267164916	-0.839851058988838	0.156474953143154	-5.36731944709696	7.99154421767977e-08	3.31877414868501e-06
sense	NC_003901.1	Protein Homology	CDS	3557252	3557716	.	+	0	ID=cds-WP_011034853.1;Parent=gene-MM_RS15335;Dbxref=GenBank:WP_011034853.1,GeneID:1481293;Name=WP_011034853.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034853.1;locus_tag=MM_RS15335;product=hypothetical protein;protein_id=WP_011034853.1;transl_table=11	117.70833333333333	132.05882352941177	79.0	121.0	111.733377145734	-0.395389157057665	0.235318096268349	-1.68023268642619	0.0929120520483447	0.281349307608894
sense	NC_003901.1	GeneMarkS-2+	CDS	3558860	3558988	.	+	0	ID=cds-WP_259637130.1;Parent=gene-MM_RS19510;Dbxref=GenBank:WP_259637130.1,GeneID:75933678;Name=WP_259637130.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=MM_RS19510;product=hypothetical protein;protein_id=WP_259637130.1;transl_table=11	0	2.0	0	0	0.322709855248019	0.0302707419976321	0.0874670642048666	0.346081605376986	0.729281387033453	NA
sense	NC_003901.1	Protein Homology	CDS	3560541	3562052	.	+	0	ID=cds-WP_080503084.1;Parent=gene-MM_RS15340;Dbxref=GenBank:WP_080503084.1,GeneID:1481294;Name=WP_080503084.1;Ontology_term=GO:0006797,GO:0043751;gbkey=CDS;gene=pap;go_function=polyphosphate:AMP phosphotransferase activity|0043751||IEA;go_process=polyphosphate metabolic process|0006797||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011307797.1;locus_tag=MM_RS15340;product=polyphosphate:AMP phosphotransferase;protein_id=WP_080503084.1;transl_table=11	140.46753246753246	206.9047619047619	85.0	122.47619047619048	131.364153048692	-0.0671583825374773	0.224808470575552	-0.298735996759994	0.765141489060748	0.89471693833451
sense	NC_003901.1	Protein Homology	CDS	3562191	3562697	.	-	0	ID=cds-WP_011034855.1;Parent=gene-MM_RS15345;Dbxref=GenBank:WP_011034855.1,GeneID:1481295;Name=WP_011034855.1;Ontology_term=GO:0000160,GO:0000156;gbkey=CDS;go_function=phosphorelay response regulator activity|0000156||IEA;go_process=phosphorelay signal transduction system|0000160||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034855.1;locus_tag=MM_RS15345;product=response regulator;protein_id=WP_011034855.1;transl_table=11	161.14285714285714	286.0357142857143	88.25	158.14285714285714	159.435380633527	0.0410622773619645	0.222238856214668	0.184766417814448	0.853412248998642	0.934766167234006
sense	NC_003901.1	Protein Homology	CDS	3563198	3563662	.	-	0	ID=cds-WP_048037670.1;Parent=gene-MM_RS15350;Dbxref=GenBank:WP_048037670.1,GeneID:1481296;Name=WP_048037670.1;Ontology_term=GO:0000160,GO:0000156;gbkey=CDS;go_function=phosphorelay response regulator activity|0000156||IEA;go_process=phosphorelay signal transduction system|0000160||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034856.1;locus_tag=MM_RS15350;product=response regulator;protein_id=WP_048037670.1;transl_table=11	90.07142857142857	124.71428571428571	34.666666666666664	71.07142857142857	73.0160826062831	0.187974348543264	0.262180028340908	0.716966695490794	0.473394646822703	0.714342593416466
sense	NC_003901.1	Protein Homology	CDS	3563665	3566295	.	-	0	ID=cds-WP_011034857.1;Parent=gene-MM_RS15355;Dbxref=GenBank:WP_011034857.1,GeneID:1481297;Name=WP_011034857.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034857.1;locus_tag=MM_RS15355;product=histidine kinase dimerization/phosphoacceptor domain -containing protein;protein_id=WP_011034857.1;transl_table=11	836.8928571428571	1148.8583333333336	345.33333333333337	439.58257575757574	626.698741013365	0.465865792108829	0.168209811354231	2.76955183742384	0.00561334711256033	0.0399950981769924
sense	NC_003901.1	Protein Homology	CDS	3566407	3567192	.	-	0	ID=cds-WP_011034858.1;Parent=gene-MM_RS15360;Dbxref=GenBank:WP_011034858.1,GeneID:1481298;Name=WP_011034858.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034858.1;locus_tag=MM_RS15360;product=helix-turn-helix transcriptional regulator;protein_id=WP_011034858.1;transl_table=11	421.25	615.7	227.25	334.25	373.398746851667	0.0594264310461872	0.176648341929312	0.336410918988231	0.736561016670281	0.879654104935818
sense	NC_003901.1	Protein Homology	CDS	3568185	3569363	.	+	0	ID=cds-WP_011034859.1;Parent=gene-MM_RS15365;Dbxref=GenBank:WP_011034859.1,GeneID:1481299;Name=WP_011034859.1;Ontology_term=GO:0006313,GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034859.1;locus_tag=MM_RS15365;product=IS256-like element ISMma16 family transposase;protein_id=WP_011034859.1;transl_table=11	375.0749999999999	464.4249999999999	146.78452380952382	251.20952380952372	283.68811229575	0.261182651968693	0.187550289705631	1.39260063196187	0.163740591816502	0.399323741955177
sense	NC_003901.1	Protein Homology	CDS	3570296	3571105	.	-	0	ID=cds-WP_048045949.1;Parent=gene-MM_RS15375;Dbxref=GenBank:WP_048045949.1,GeneID:1481300;Name=WP_048045949.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412946.1;locus_tag=MM_RS15375;product=helix-turn-helix transcriptional regulator;protein_id=WP_048045949.1;transl_table=11	95.15	119.55833333333335	67.775	76.50000000000001	88.5976263812507	-0.217684623193952	0.252753999138364	-0.86125095522143	0.389099841307825	0.650928373423967
sense	NC_003901.1	Protein Homology	CDS	3571453	3572325	.	-	0	ID=cds-WP_011034861.1;Parent=gene-MM_RS15380;Dbxref=GenBank:WP_011034861.1,GeneID:1481301;Name=WP_011034861.1;Ontology_term=GO:0005515;gbkey=CDS;go_function=protein binding|0005515||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034861.1;locus_tag=MM_RS15380;product=PAS domain-containing protein;protein_id=WP_011034861.1;transl_table=11	322.3095238095238	472.2678571428571	167.75	223.5	275.072382869695	0.166418560394631	0.191217248538283	0.870311447668971	0.384130224584966	0.646219075734084
sense	NC_003901.1	Protein Homology	CDS	3572612	3572890	.	+	0	ID=cds-WP_226987764.1;Parent=gene-MM_RS18040;Dbxref=GenBank:WP_226987764.1,GeneID:31474447;Name=WP_226987764.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF022420.5;locus_tag=MM_RS18040;product=DUF2769 domain-containing protein;protein_id=WP_226987764.1;transl_table=11	24.333333333333332	38.2	12.0	22.0	22.1436300684286	0.0363501147339964	0.31739184700445	0.114527562938587	0.908819598079826	NA
sense	NC_003901.1	Protein Homology	CDS	3573355	3573999	.	+	0	ID=cds-WP_015412949.1;Parent=gene-MM_RS15400;Dbxref=GenBank:WP_015412949.1,GeneID:1481303;Name=WP_015412949.1;Ontology_term=GO:0015948,GO:0008168,GO:0031419;gbkey=CDS;gene=mtbC;go_function=methyltransferase activity|0008168||IEA,cobalamin binding|0031419||IEA;go_process=methanogenesis|0015948||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015412949.1;locus_tag=MM_RS15400;product=dimethylamine corrinoid protein MtbC;protein_id=WP_015412949.1;transl_table=11	95.13333333333334	107.4	52.833333333333336	47.75	72.5934505120983	0.112508084095731	0.272321365999276	0.413144534887615	0.67950072221349	0.851825745926868
sense	NC_003901.1	Protein Homology	CDS	3574117	3575520	.	+	0	ID=cds-MM_RS15405;Parent=gene-MM_RS15405;Dbxref=GeneID:1481304;Note=internal stop;gbkey=CDS;gene=mtbB;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013194858.1;locus_tag=MM_RS15405;product=[dimethylamine--corrinoid protein] Co-methyltransferase;pseudo=true;transl_table=11	98.76190476190474	104.51190476190476	49.142857142857146	65.5	76.2371848769021	0.0196475932120741	0.26078483894831	0.0753402432875649	0.939944002937755	0.973477773370104
sense	NC_003901.1	Protein Homology	CDS	3575785	3577230	.	+	0	ID=cds-WP_048036517.1;Parent=gene-MM_RS15415;Dbxref=GenBank:WP_048036517.1,GeneID:1481306;Name=WP_048036517.1;Ontology_term=GO:0022857,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=transmembrane transporter activity|0022857||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034865.1;locus_tag=MM_RS15415;product=APC family permease;protein_id=WP_048036517.1;transl_table=11	71.0	77.08333333333333	48.25	76.125	67.8772448158568	-0.414744040344801	0.265694229102431	-1.56098249384599	0.118527881433731	0.329093172232908
sense	NC_003901.1	Protein Homology	CDS	3577497	3580016	.	+	0	ID=cds-WP_011034866.1;Parent=gene-MM_RS15420;Dbxref=GenBank:WP_011034866.1,GeneID:1481307;Name=WP_011034866.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034866.1;locus_tag=MM_RS15420;product=histidine kinase dimerization/phosphoacceptor domain -containing protein;protein_id=WP_011034866.1;transl_table=11	148.4909090909091	218.7	70.45	105.76715686274511	124.567637637653	0.206549992460882	0.228020408610218	0.905839936520606	0.365020579382027	0.628995153683196
sense	NC_003901.1	Protein Homology	CDS	3580216	3581127	.	-	0	ID=cds-WP_011034867.1;Parent=gene-MM_RS15425;Dbxref=GenBank:WP_011034867.1,GeneID:1481308;Name=WP_011034867.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034867.1;locus_tag=MM_RS15425;product=MBL fold metallo-hydrolase;protein_id=WP_011034867.1;transl_table=11	490.5	480.8333333333333	262.95833333333337	260.0	361.966255354387	0.0461553867750864	0.214289872361023	0.215387625493222	0.829465117032629	0.928594441087786
sense	NC_003901.1	Protein Homology	CDS	3581963	3585139	.	+	0	ID=cds-WP_011034868.1;Parent=gene-MM_RS15435;Dbxref=GenBank:WP_011034868.1,GeneID:1481309;Name=WP_011034868.1;Ontology_term=GO:0006428,GO:0000166,GO:0004822,GO:0005524;gbkey=CDS;gene=ileS;go_function=nucleotide binding|0000166||IEA,isoleucine-tRNA ligase activity|0004822||IEA,ATP binding|0005524||IEA;go_process=isoleucyl-tRNA aminoacylation|0006428||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034868.1;locus_tag=MM_RS15435;product=isoleucine--tRNA ligase;protein_id=WP_011034868.1;transl_table=11	417.76666666666665	591.1333333333333	255.0	377.66666666666663	391.992584490175	-0.133284514430985	0.17373782693865	-0.767158866779484	0.442987065657743	0.696088324252465
sense	NC_003901.1	Protein Homology	CDS	3585218	3585859	.	+	0	ID=cds-WP_011034869.1;Parent=gene-MM_RS15440;Dbxref=GenBank:WP_011034869.1,GeneID:1481310;Name=WP_011034869.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011034869.1;locus_tag=MM_RS15440;product=6-hydroxymethylpterin diphosphokinase MptE-like protein;protein_id=WP_011034869.1;transl_table=11	1543.550724637681	1938.0	1065.625	1723.1944444444446	1546.41484318471	-0.44840045842968	0.144691373366164	-3.09901307865074	0.00194166448636889	0.017637737221946
